測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
22202150,東南部測定局,浜松市南区芳川町８０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,浜松市,一般局
22202160,北部測定局,浜松市中区高丘東３－５１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,浜松市,一般局
22202520,Ｒ－２５７,浜松市中区伝馬町３１１－１４,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,浜松市,自排局
22202530,Ｒ－１５０,浜松市中区相生町２３－２,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,浜松市,自排局
22203010,東部総合庁舎,沼津市高島本町１－３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22204010,清水区役所,静岡市清水区旭町６－８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,静岡市,一般局
22204020,清水三保第一小学校,静岡市清水区三保１０６９－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡市,一般局
22204090,清水庵原中学校,静岡市清水区庵原２４５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡市,一般局
22204100,清水興津北公園,静岡市清水区興津中町１２８８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡市,一般局
22204510,自排神明,静岡市清水区庵原町９７－２,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,静岡市,自排局
22205010,熱海総合庁舎,熱海市水口町１３－１５,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22206010,三島市役所,三島市北田町４－４７,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22206510,自排三島,三島市南田町２８８－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,自排局
22207010,富士宮市役所,富士宮市弓沢町１５０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22208020,伊東市役所,伊東市大原２丁目１番１号,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,静岡県,一般局
22209010,島田市役所,島田市中央町１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22210010,救急医療センター,富士市津田 216-4,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22210020,吉原第三中学校,富士市比奈２１２６,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22210030,富士広見小学校,富士市広見本町１－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22210040,元吉原中学校,富士市鈴川中町２８－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22210050,鷹岡小学校,富士市久沢２－３－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22210060,大淵中学校,富士市大渕２９２０,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22210070,富士中学校,富士市中島３２０－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22210160,東小学校,富士市西船津２２０,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22210170,南松野,富士市南松野１４７６,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,富士市,一般局
22210510,自排塔の木,富士市蓼原２８－１１地先,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,静岡県,自排局
22210520,自排宮島,富士市宮島１４２５－３地先,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,静岡県,自排局
22211010,磐田市役所,磐田市国府台６－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22212010,焼津中学校,焼津市焼津２丁目１０－２８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22213010,掛川市役所,掛川市長谷1-1-１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22213510,自排掛川,掛川市下西郷１１２番地地先,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,自排局
22214010,藤枝大気測定室,藤枝市高柳２－３６１－３,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22214510,自排藤枝,藤枝市郡９７０,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,自排局
22215010,御殿場市役所,御殿場市萩原４８３,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,静岡県,一般局
22216010,袋井市役所,袋井市新屋一丁目１番地の１,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,静岡県,一般局
22218010,浜北測定局,浜松市浜北区横須賀８００,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,浜松市,一般局
22219010,下田市役所,下田市東本郷１丁目５－１８,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,静岡県,一般局
22220010,裾野市民文化センター,裾野市石脇字佐野堰５５７番１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22221010,湖西市役所,湖西市吉美３２６８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22327010,大仁北小学校,伊豆の国市田京山崎７４０－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22381010,富士川第一中学校,富士市岩渕８５５－３,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,静岡県,一般局
22382010,蒲原測定局,静岡市清水区清水区蒲原新田2-2319-1,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,静岡県,一般局
22402010,大井川東小学校,焼津市宗高428,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,静岡県,一般局
22423010,牧之原市役所,牧之原市静波４４７－１,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,静岡県,一般局
22447010,掛川市大東支所,掛川市三俣６２０,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,静岡県,一般局
22522010,引佐測定局,浜松市北区引佐町井伊谷616-5,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,浜松市,一般局
23101010,国設名古屋大気環境測定所,名古屋市千種区鹿子殿２１－１,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,愛知県,一般局
23103011,上下水道局北営業所,名古屋市北区田幡２－４－５,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23103020,城北つばさ高校,名古屋市北区福徳町広瀬島３５０－４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23104510,名塚中学校,名古屋市西区新福寺町２－１－２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23105050,名楽町,名古屋市中村区名楽町４－７－１８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23106018,若宮大通公園,名古屋市中区大須２丁目４０４番地先,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,名古屋市,自排局
23107020,滝川小学校,名古屋市昭和区滝川町１３１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23109520,熱田神宮公園,名古屋市熱田区旗屋一丁目10-45,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23110040,八幡中学校,名古屋市中川区元中野町２－１１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23110050,富田支所,名古屋市中川区春田３－２１５,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,名古屋市,一般局
23111010,惟信高校,名古屋市港区惟信町２－２６２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23111021,港陽,名古屋市港区港陽１－１－６５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23112020,白水小学校,名古屋市南区松下町２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23112060,千竃,名古屋市南区汐田町１３０４,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23112510,元塩公園,名古屋市南区元塩町２,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,名古屋市,自排局
23113010,守山保健センター,名古屋市守山区小幡１－３－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23114010,大高北小学校,名古屋市緑区大高町字町屋川１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23116010,天白保健センター,名古屋市天白区島田２－２０１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市,一般局
23201030,大崎,豊橋市大崎町字柿ノ木１６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市,一般局
23201040,石巻,豊橋市石巻町字西浦１６,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,豊橋市,一般局
23201060,野依,豊橋市野依町字諏訪149-1,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,豊橋市,一般局
23201170,二川,豊橋市大岩町字東郷内１１１－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市,一般局
23201540,今橋,豊橋市今橋町１,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市,自排局
23202030,東部樫山,岡崎市樫山町字山ノ神21-31,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市,一般局
23202040,南部庄司田,岡崎市庄司田１丁目１７,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市,一般局
23202510,大平,岡崎市大平町二の沢６７,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,岡崎市,自排局
23202550,矢作,岡崎市矢作町字馬乗１１０－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市,自排局
23202560,鴨田,岡崎市鴨田町字広元３０６,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市,自排局
23203010,一宮市松降通,一宮市松降通７－２７－５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,一宮市,一般局
23203510,一宮市平島,一宮市平島２－１－１２,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市,自排局
23204510,瀬戸市陶原町,瀬戸市陶原町５－６０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県,自排局
23205050,半田市東洋町,半田市東洋町１－３－６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県,一般局
23206270,春日井市朝宮公園,春日井市朝宮町４丁目１－２,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,〇,◯,愛知県,一般局
23206530,春日井市勝川小学校,春日井市若草通2丁目１－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,愛知県,自排局
23207010,豊川市役所,豊川市金屋西町３－１１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県,一般局
23207510,豊川市桜町,豊川市桜町１丁目３－１０９,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県,自排局
23208530,津島市埋田町,津島市埋田町２－１２３－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23209080,碧南市川口町,碧南市川口町１－１６９,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23209510,碧南市文化会館,碧南市源氏神明町１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,自排局
23210040,刈谷市寿町,刈谷市寿町1-409,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県,一般局
23211020,南部局(竹元町),豊田市竹元町南細畔３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,豊田市,一般局
23211040,中部局(三軒町),豊田市三軒町６－２３－５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市,一般局
23211050,北部局(加納町),豊田市加納町西股７５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市,一般局
23211060,東部局(宝来町),豊田市宝来町４－７５８－１０,◯,×,×,×,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市,一般局
23211530,新田局（花園町）,豊田市花園町新田42-7,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊田市,自排局
23212030,安城農林高校,安城市池浦町茶筅木１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,愛知県,一般局
23213010,愛厚ホーム西尾苑,西尾市八ツ面町蔵屋敷９９,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県,一般局
23214010,蒲郡市御幸町,蒲郡市御幸町３３５０－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23215010,犬山消防署,犬山市大字五郎丸字下前田１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23216110,常滑浄化センター,常滑市新開町６－３－２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23217010,江南市古知野町,江南市古知野町花霞７４,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23218010,一宮市小信中島,一宮市小信中島字川南１２－３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市,一般局
23219010,小牧高校,小牧市小牧１丁目３２１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23220510,稲沢市役所,稲沢市稲府町1,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県,自排局
23221010,新城消防署,新城市平井字新栄８３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23222010,東海市名和町,東海市名和町南之山１０－１３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23222020,東海市横須賀小学校,東海市高横須賀町大塚３６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23223010,大府小学校,大府市桃山町５－４４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県,一般局
23224030,知多市新舞子保育園,知多市大草字北ノ田８１,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,〇,◯,愛知県,一般局
23225040,知立市役所,知立市広見３－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23226010,尾張旭市東大道町,尾張旭市東大道町山の内２４１９－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23227010,高浜小学校,高浜市青木町６－１－１５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23228010,岩倉市中本町,岩倉市中本町字出口白山１－４,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23229010,豊明中学校,豊明市西川町横井４－１５,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23230510,日進市上納池スポーツ公園,日進市浅田町西田面47-1,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県,自排局
23233510,清須市阿原,清須市阿原九丁田１９２－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,自排局
23302010,東郷町春木,愛知郡東郷町春木字申下１３３５－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23303020,日進市五色園,日進市五色園２－２７１６,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23304010,長久手中学校,長久手市岩作権代30-3,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23342010,豊山町豊場,西春日井郡豊山町大字豊場字城屋敷１１７,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23342510,豊山町栄児童遊園,西春日井郡豊山町大字豊場字栄８０,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県,自排局
23381010,一宮市木曽川町,一宮市木曽川町黒田字北宿二ノ切２４７－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市,一般局
23421010,あま市伊福小学校,あま市七宝町伊福河原２８,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23422510,あま市稲荷公園,あま市篠田稲荷７６,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,愛知県,自排局
23425510,蟹江町八幡,海部郡蟹江町八幡２丁目13,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,愛知県,自排局
23427510,国設飛島自動車交通環境測定所,海部郡飛島村飛島新田字竹之郷５,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,自排局
23428010,弥富市役所,弥富市前ヶ須町南本田３７９－１と３７９－３,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23441010,阿久比中学校,知多郡阿久比町大字卯坂字半田ヶ峰１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23442010,東浦町役場,知多郡東浦町大字緒川字政所２０,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県,一般局
23446020,美浜町奥田,知多郡美浜町大字奥田字儀路６７－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
23447010,武豊町役場,知多郡武豊町字長尾山１９,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23481010,西尾市役所一色支所,西尾市一色町前野新田３４番地,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23501010,幸田小学校,額田郡幸田町大字大草字三ツ石１８,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23604010,豊川市御津南部小学校,豊川市御津町御馬加美15,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県,一般局
23621071,田原市童浦小学校,田原市浦町西側85-1,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県,一般局
23623020,田原市古田町,田原市古田町岡ノ越6-4,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県,一般局
24201020,林業研究所,津市白山町二本木3769-1,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
24201030,津河辺配水場,津市河辺町字長2210-5,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県,一般局
24202010,磯津,四日市市磯津町旧海岸堤塘敷,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,四日市市,一般局
24202030,三浜,四日市市海山道町１－１５３２－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市,一般局
24202050,北星高校,四日市市大字茂福字横座６６８－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市,一般局
24202060,四日市商業高校,四日市市尾平町字永代寺,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市,一般局
24202360,南,四日市市小古曽町字西谷,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,四日市市,一般局
24202370,西朝明中学校,四日市市北山町１１６９,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,四日市市,一般局
24202510,納屋,四日市市蔵町４－１７,◯,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市,自排局
24202520,東名阪,四日市市菅原町南川原６８－１,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,三重県,自排局
24202530,北消防署,四日市市富田二丁目４－１５,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,四日市市,自排局
24202540,伊坂,四日市市伊坂町字上ノ山,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,三重県,自排局
24203010,伊勢厚生中学校,伊勢市一之木5-5-3,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県,一般局
24204010,松阪第五小学校,松阪市久保町２７６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県,一般局
24204510,国道２３号松阪三雲,松阪市中道町３４５,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,三重県,自排局
24205010,桑名上野,桑名市桑名市大字上野字笠松,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,三重県,一般局
24205510,国道258号桑名,桑名市繁松新田字宮之割42番地の1,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,三重県,自排局
24206020,伊賀緑ヶ丘中学校,伊賀市緑ヶ丘本町４１５３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県,一般局
24206030,伊賀柘植,伊賀市下柘植725,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
24207020,鈴鹿算所保育所,鈴鹿市算所５丁目１７－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県,一般局
24207510,国道23号鈴鹿,鈴鹿市白子駅前6-33,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,三重県,自排局
24208010,名張小学校,名張市丸の内５５,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県,一般局
24209210,尾鷲旧県職員公舎,尾鷲市宮ノ上町７－３４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
24210010,亀山みなみ保育所,亀山市天神３－２－２３,×,×,×,×,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県,一般局
24210510,国道25号亀山,亀山市太岡寺町1310,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,三重県,自排局
24211010,鳥羽高校,鳥羽市鳥羽市安楽島町1459,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県,一般局
24212010,熊野木本中学校,熊野市井戸町４８７７－１,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
24213010,津立成小学校,津市久居野村町５６０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県,一般局
24215010,鵜方,志摩市阿児町鵜方３１５３－１,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県,一般局
24323010,大安中学校,いなべ市石槫東2977,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
24341810,御在所,三重郡菰野町大字菰野字御在所岳一の谷８５０３－１,×,×,×,×,×,×,×,×,×,×,×,×,◯,◯,〇,◯,三重県,
24342010,楠,四日市市北五味塚２０６０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,四日市市,一般局
24344020,川越南小学校,三重郡川越町大字高松２５８,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県,一般局
24442010,明星小学校,多気郡明和町明星1553,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県,一般局
25201060,下阪本,大津市下阪本４－１５－１２,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大津市,一般局
25201070,藤尾,大津市稲葉台２８番地先,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,大津市,一般局
25201080,堅田,大津市本堅田３－２５－２６,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大津市,一般局
25201090,膳所,大津市由美浜１－１,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,大津市,一般局
25201510,逢坂,大津市音羽台６ー１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,大津市,自排局
25201540,石山,大津市石山寺３－１１－２０,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,×,×,×,×,大津市,自排局
25201570,上田上,大津市上田上牧町字恋ノ山７６０－２,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,大津市,自排局
25202090,彦根,彦根市西今町800,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県,一般局
25203030,長浜,長浜市分木町８－５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県,一般局
25204050,八幡,近江八幡市中村町２５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県,一般局
25205030,東近江,東近江市春日町１－１５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県,一般局
25206030,草津,草津市草津町１８３９,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県,一般局
25206510,自排草津,草津市草津３丁目１４－７５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県,自排局
25207010,守山,守山市守山五丁目１３０－５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県,一般局
25209010,甲賀,甲賀市水口町水口６２００,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,滋賀県,一般局
25212010,高島,高島市今津町南新保地先,×,×,×,×,×,◯,◯,◯,◯,×,◯,×,×,×,×,×,滋賀県,一般局
26101010,北,京都市北区紫野花ノ坊町２３,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,京都市,一般局
26102510,自排上京,京都市上京区烏丸通り上立売上ル相国寺門前町６４７の２,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,京都市,自排局
